cell_suspension.biomaterial_core.biomaterial_id,inferred_cell_type,cell_suspension.provenance.document_id
D54Dp18F02,nMGE.54.CFC1,f9e328c4-9de9-4248-bc04-5a293787957e
D54Dp18G03,nMGE.54.CFC1,5e703f3e-51c0-457f-aa57-10c7aa3fce5b
D54Dp18G06,nMGE.54.CFC1,b89a1f61-a910-42a8-903c-3839892e8512
D54Dn19B08,nMGE.54.CFC1,7ed580c6-40a0-40f2-a768-9a71b9d465c8
D54Dn25SKA03,nMGE.54.CFC1,4d0148cb-bc4f-4955-a8c4-cf28a509beef
D54Dn25SKA04,nMGE.54.CFC1,bd84f9ae-3310-48b9-bb65-06c281ee0498
D54Dn25SKB07,nMGE.54.CFC1,bbeaee0e-1544-487d-a257-0394b14702e1
D54Dn25SKB08,nMGE.54.CFC1,85e2a733-e079-4bd8-89f9-3ddc0f97d4cb
D54Dn25SKC01,nMGE.54.CFC1,c3521cd6-4849-4dba-b6f2-d01fa74a4c50
D54Dn25SKC11,nMGE.54.CFC1,27c3fe32-1b67-450f-8873-7cd5fa89074c
D54Dn25SKD03,nMGE.54.CFC1,f52440f7-a43b-4e64-97fe-6f95f9aa8a9b
D54Dn25SKD07,nMGE.54.CFC1,06d4bec2-334a-482c-b066-49ff7270a8b6
D54Dn25SKE04,nMGE.54.CFC1,96292625-8024-4bf6-8869-d101251d153b
D54Dn25SKH11,nMGE.54.CFC1,d1d282f9-c629-45c5-91d7-0d22dc7f7d1d
D54Dp29SKA03,nMGE.54.CFC1,e6967543-7a00-4f40-a930-c97f40183105
D54Dp29SKA04,nMGE.54.CFC1,cd92e381-ed84-4483-9042-a0afd1fc1f56
D54Dp29SKC07,nMGE.54.CFC1,25e769b1-986e-48e5-a02c-230d53e6e858
D54Dp29SKD09,nMGE.54.CFC1,fee3d049-a0a2-485c-a3e1-76fb715e4e2b
D54Dp29SKF10,nMGE.54.CFC1,37bd8f35-2a60-4fc1-93b1-0f5e5e41203c
D54Dp29SKG01,nMGE.54.CFC1,44d12721-3e1b-49d0-a212-8677dd009048
D54Dp29SKG05,nMGE.54.CFC1,acfaaaa8-4f87-4b13-8ab5-899f5e0caa12
D54Dp29SKG10,nMGE.54.CFC1,8a010068-b95f-4140-9eb0-8856f693b70d
D54Dp29SKH01,nMGE.54.CFC1,1b33310c-3239-40b9-8e05-2aaee064d878
D54Dp29SKH07,nMGE.54.CFC1,e90f618c-bd9e-4178-9529-d6dcbe89a3e0
D54Dp29SKH11,nMGE.54.CFC1,b18a6158-06b5-40c1-82be-01f2d31c2b9e
D54Dp5AsD07,nMGE.54.GAD1,ad76c007-e020-44b4-8800-a51650513fd1
D54Dp5AsD10,nMGE.54.GAD1,6ea9d35d-52f9-4084-9f66-d87847b44306
D54Dp5AsG05,nMGE.54.GAD1,e755ccd5-3d47-4b3a-a514-a3311cb1bb55
D54Dp9A09,nMGE.54.GAD1,2d4039cb-a732-4266-b9a5-a920ae9ddd38
D54Dp9D02,nMGE.54.GAD1,1d1e3392-1ec5-4d6c-a328-87501289d698
D54Dp12D03,nMGE.54.GAD1,e9ee9e7f-a567-4921-bf52-e0f5db7e2787
D54Dp12F02,nMGE.54.GAD1,b0ede230-9969-4a11-a89d-5ec8dcb10dab
D54Dp12F06,nMGE.54.GAD1,17d0a49d-afec-4873-9ae4-ef456a55269b
D54Dn13A10,nMGE.54.GAD1,a055e36f-ed0a-4f23-a0db-411de32639cc
D54Dn13E03,nMGE.54.GAD1,8154bd15-e9a3-4b35-8d8b-77420075f2ff
D100Dn20C03,nMGE.100.CFC1,6911511a-0afa-4551-8857-fa0af293dc9f
D100Dn20C08,nMGE.100.CFC1,88a79756-96d0-46cf-aaad-deb6fd634a2f
D100Dp3A07,nMGE.100.CFC1,ea86224b-3c05-4389-bc30-966941e43571
D100Dp3B04,nMGE.100.CFC1,386130d5-7e95-4e67-833b-41e3541ea05e
D100Dp3B06,nMGE.100.CFC1,0b51353e-e15b-48f8-a847-c318b5eb6ea3
D100Dp3B07,nMGE.100.CFC1,eda2e037-ba2f-49ad-b44b-e9caf853827b
D100Dp3D05,nMGE.100.CFC1,2c2e394e-4361-485a-a1f1-88f88ecc686e
D100Dp3D07,nMGE.100.CFC1,63510139-4ee9-4881-abc2-c57372e32968
D100Dp3E06,nMGE.100.CFC1,2bcba540-59c5-4cb4-9153-1f740e7ad4b8
D100Dp3E10,nMGE.100.CFC1,8ffd2309-d1d1-4054-81ee-924ddaaf586c
D100Dp3G08,nMGE.100.CFC1,56b4b688-b5cd-4e85-a559-924a2308d887
D100Dp10C03,nMGE.100.CFC1,a70b793f-8085-439f-8c01-e2f9ffd4b477
D100Dp17B03,nMGE.100.CFC1,10e34b8c-615f-452a-b209-64f0d2e4be97
D100Dp17B04,nMGE.100.CFC1,9d181566-65fd-49a9-9cc8-f20f9bdd533b
D100Dp17B05,nMGE.100.CFC1,a4613118-0ae4-467f-8bf0-606dd4746c54
D100Dp17G01,nMGE.100.CFC1,7fd60330-6495-439f-9f32-bf93755f770e
D100Dp17G03,nMGE.100.CFC1,6c7dbe17-c459-496e-b1b8-02c48ac3d3bd
D100Dp24E04,nMGE.100.CFC1,4432111a-1896-4fb9-867b-d09273c764b2
D100Dp24F06,nMGE.100.CFC1,8e52f5bc-a2e9-4464-9ddb-179fe6a13208
D125Dn23B07,nMGE.125.NEFL,b93e2d89-9c7b-40c9-8887-838990491bb5
D125Dn23F05,nMGE.125.NEFL,92c42de1-1163-4778-9d2a-d5076cbfb7ad
D125Dn23G02,nMGE.125.NEFL,012cea0a-07be-4806-983b-695528f2a7bf
D125Dn23G06,nMGE.125.NEFL,ca6cbe25-873e-4b29-a3a1-95d4a1860ba4
D125Dn23G07,nMGE.125.NEFL,2fe380a5-d38d-4476-929f-d60c9de14515
D125Dn23H02,nMGE.125.NEFL,80a9e6c1-b043-4473-8ea8-762cac0c7d93
D125Dn23H09,nMGE.125.NEFL,dc261095-f1fe-4b88-b61f-c2710a0a9480
D125Dp22C02,nMGE.125.NEFL,47584fb4-7c44-4b8b-8767-dd2532122928
D125Dp22D05,nMGE.125.NEFL,baed5106-3b8a-47de-af5e-0222708c3dbb
D125Dp22G07,nMGE.125.NEFL,93a73a2d-79c8-4961-9e13-19392245870a
D125Dp22G09,nMGE.125.NEFL,d708ba78-c467-403b-915c-ab86a65ccd01
D125Dp22H03,nMGE.125.NEFL,4374a32a-684d-445c-930e-7a05d87012a0
D54Dp12E09,nCTX.54.SST,c718b36b-4053-4ec4-8c26-e7f9ec23c5e9
D54Dp5AsA03,nCTX.54.SST,dbd69b4c-dc51-4ce2-bcdc-3023e08ebb17
D54Dp5AsA10,nCTX.54.SST,885d3224-bc3a-4657-bce7-9b6761c8cb67
D54Dp5AsA11,nCTX.54.SST,2f54a405-ab30-409b-b460-02338686aefc
D54Dp5AsB03,nCTX.54.SST,e336eae7-42ae-4e75-8fcc-e622ff6b067a
D54Dp5AsB05,nCTX.54.SST,1a8aa8dd-7f71-487a-a15b-5a245675e7e8
D54Dp5AsB06,nCTX.54.SST,3a54141c-4fb1-4e21-8b71-ff0a2fd03049
D54Dp5AsB08,nCTX.54.SST,8924e56e-1568-444b-b44c-92e9da74d72e
D54Dp5AsC01,nCTX.54.SST,031d123c-a654-495a-ab64-f3388bb0be89
D54Dp5AsC06,nCTX.54.SST,073cc0e0-9701-423c-b4f5-2b8759ef197d
D54Dp5AsD09,nCTX.54.SST,1188e092-69bd-465c-948d-3046c144534b
D54Dp5AsE01,nCTX.54.SST,2b752159-0170-4ed4-b8d0-315ed2e68614
D54Dp5AsE02,nCTX.54.SST,b0f6f089-1f61-4ee3-aeb0-46d59e22408e
D54Dp5AsE07,nCTX.54.SST,1afa3ad9-fa5d-4a0c-80c2-9552d1b918d0
D54Dp5AsF02,nCTX.54.SST,b4bfb9cd-a08d-41f8-a5ac-01d7dde9666c
D54Dp5AsF03,nCTX.54.SST,dd0b4bd8-f425-4f74-98ca-bc2a780380d5
D54Dp5AsF05,nCTX.54.SST,d9a058be-ffce-4d55-a752-9730f1142b99
D54Dp5AsF06,nCTX.54.SST,f3e1251d-c99a-41ae-a61a-3b23848c12de
D54Dp5AsF07,nCTX.54.SST,8fd0d504-2f8d-4c63-97ec-65ad9dce0380
D54Dp5AsG01,nCTX.54.SST,1068e653-7dc2-4f5a-8c4f-7c2d94dc3437
D54Dp5AsG03,nCTX.54.SST,cd833534-9433-4660-92c0-35cd8cb5f3b3
D54Dp5AsG06,nCTX.54.SST,43d3ea21-42c2-438e-b8bd-dd50ea9855b7
D54Dp5AsG10,nCTX.54.SST,d6c7c37e-0dd6-4191-80b7-734b3070e173
D54Dp5AsH01,nCTX.54.SST,9a979959-26ca-4982-8b5d-705c836bf138
D54Dp5AsH05,nCTX.54.SST,0db15e1e-9caf-4faf-9cf9-abfde5da5eb8
D54Dp5AsH07,nCTX.54.SST,e4ceca4f-e09f-4f4d-ad39-ba71b9a5e9a3
D54Dp5AsH08,nCTX.54.SST,ee90563b-7a84-4216-a25b-483a2e88b234
D54Dp5AsH10,nCTX.54.SST,b17c1909-82b5-4ebd-8dca-8e4788543af0
D54Dp9A01,nCTX.54.SST,808d2535-c75f-4e6c-b48a-48e988af8504
D54Dp9A02,nCTX.54.SST,929cd775-b4c6-4a44-af30-2c34bdcfdc5f
D54Dp9A10,nCTX.54.SST,4166e2ac-329c-4a63-b94f-4da7e6cd529f
D54Dp9B01,nCTX.54.SST,8176594f-8cbc-402b-9fd9-12deb25e481e
D54Dp9B06,nCTX.54.SST,3b7aabb1-d40e-4c89-9e07-aa230e293d00
D54Dp9D01,nCTX.54.SST,79e24148-5fd4-460e-8a1c-f13b44bfaf2c
D54Dp9D04,nCTX.54.SST,876fd861-ffe3-45cc-9b63-db7371e16792
D54Dp9D10,nCTX.54.SST,54fbf8b8-f9ab-4abb-8452-0a5264bee3c1
D54Dp9E09,nCTX.54.SST,3e198756-ff79-4da7-a67a-bb6412fcc1a0
D54Dp9F02,nCTX.54.SST,1d55bb03-7880-4d75-b515-1f02f3e357a2
D54Dp9F04,nCTX.54.SST,a4215d5b-2f5a-4fa7-a8bd-870ecceca56c
D54Dp9G02,nCTX.54.SST,f213eb99-6dc4-491d-af4b-d0433b305d84
D54Dp9H04,nCTX.54.SST,6ab4cf98-2538-455b-af67-aa293365d969
D54Dp12A02,nCTX.54.SST,381cb2e2-5d46-4d27-aad0-f6ae0dccc758
D54Dp12A03,nCTX.54.SST,b01c3a4b-234c-4ba5-8d86-512a57318641
D54Dp12A05,nCTX.54.SST,b4d35ed6-00ba-4fe7-ad5a-c9666865bedb
D54Dp12A07,nCTX.54.SST,dcb8331e-8c95-4ee4-ae65-61002b9db9bb
D54Dp12A08,nCTX.54.SST,77d8bd7a-a76e-4215-a4af-8376353031c8
D54Dp12A10,nCTX.54.SST,b37046df-6707-4a3d-a208-eb64f0e1edfa
D54Dp12B02,nCTX.54.SST,3c3e7421-0434-4fcd-818d-a8d23662c3eb
D54Dp12B03,nCTX.54.SST,9318d136-c27e-428a-95db-3733e0bd17a3
D54Dp12B05,nCTX.54.SST,42b7b7fe-8d47-4ca0-8d37-8b9b2c1440ef
D54Dp12B06,nCTX.54.SST,9dafbaec-ffcc-4a67-b2db-9ddb0fbe7aee
D54Dp12B07,nCTX.54.SST,049a96fe-0543-41c6-9077-8fdf6c67a383
D54Dp12B09,nCTX.54.SST,191ff770-40bf-4dd9-a199-5fc08a1bfe34
D54Dp12C02,nCTX.54.SST,11fe092f-6eb6-4abc-9731-fb9392638053
D54Dp12C03,nCTX.54.SST,4c00ee57-3ada-4857-8fea-e297253a8157
D54Dp12C04,nCTX.54.SST,1218744d-ae9c-4218-8c39-a2135aa33dca
D54Dp12C05,nCTX.54.SST,bbb11cbb-2e2f-47cd-98ce-c05e0b34012a
D54Dp12C06,nCTX.54.SST,2062f575-89b0-444d-8242-94b782795995
D54Dp12C07,nCTX.54.SST,d592ad40-6024-490b-ba91-483c1d2cc1b3
D54Dp12C11,nCTX.54.SST,4b82ae2a-3aa5-4d77-949c-25e0dece3890
D54Dp12D01,nCTX.54.SST,49e58ccc-ae7d-4f23-88ad-3176ccb6e708
D54Dp12D04,nCTX.54.SST,9cd1d5a9-6eef-4a8c-bab5-147af6208b82
D54Dp12D05,nCTX.54.SST,f7b1c90f-8fd2-4b85-805e-05ec5b0df806
D54Dp12E01,nCTX.54.SST,b062118b-a652-4bd4-ae92-0b8cb38973d1
D54Dp12E02,nCTX.54.SST,8f5593c4-92ac-4096-9f26-207cb616b12b
D54Dp12E05,nCTX.54.SST,082e9014-0be8-44d2-bf19-3ed757b5bc37
D54Dp12E06,nCTX.54.SST,63695135-42ca-4132-a19a-0b6fd39b2840
D54Dp12E08,nCTX.54.SST,528a4f13-2730-4193-8e14-79d58971e556
D54Dp12E10,nCTX.54.SST,e5195e12-6b2f-454a-92cd-59216de158e7
D54Dp12E11,nCTX.54.SST,8025278c-0e47-46c2-9035-9559c0feac0b
D54Dp12F07,nCTX.54.SST,430547da-04c6-4dd9-8f0e-6da2d3c01aa4
D54Dp12F08,nCTX.54.SST,dfe89bbe-2ce8-4f1b-bd77-1aab739c3782
D54Dp12G03,nCTX.54.SST,3d445801-c057-4678-bd25-1368e80fdb1b
D54Dp12G05,nCTX.54.SST,143535f1-94e5-432f-8df5-1f121d803298
D54Dp12G06,nCTX.54.SST,09c439db-cb27-4c8b-81c9-8ce05b3f203f
D54Dp12G07,nCTX.54.SST,53156357-5499-4ce3-92ab-8fb62f2dee48
D54Dp12G08,nCTX.54.SST,21f17f5e-9f88-4ad9-9863-b229adefb9e3
D54Dp12G10,nCTX.54.SST,2f298b6c-35e4-48b1-85fd-fda1516ba223
D54Dp12H02,nCTX.54.SST,64246e26-7868-4a6f-a6f2-3e6516a58628
D54Dp12H03,nCTX.54.SST,1d1f82b5-3700-4cef-a361-f63f7fc75e7a
D54Dp12H04,nCTX.54.SST,45d6d4ca-0753-49ce-9468-064fbc66b458
D54Dp12H05,nCTX.54.SST,83232ed3-b56a-4c38-b40f-fe5648f809f6
D54Dp12H06,nCTX.54.SST,c70bcc5d-07fe-4f64-b68a-bc39ec2070c3
D54Dp12H07,nCTX.54.SST,ed731ccd-ad46-4a81-a66a-de48bcaae0ae
D54Dp12H10,nCTX.54.SST,2385061a-5156-40c4-859b-be3190c6cd98
D54Dp12H11,nCTX.54.SST,3c48966d-9b23-4270-a1ee-1e536df2ebba
D54Dp18B07,nCTX.54.SST,1be5c02c-788f-4159-9959-b773a8bbe9cc
D54Dp18F11,nCTX.54.SST,08712de9-cd01-41c6-893e-c97b66863a8c
D54Dp18G07,nCTX.54.SST,372063e8-e71a-419f-8adc-4b1bb5035971
D54Dn25SKA07,nCTX.54.SST,53deef95-9774-434a-afa1-ca5d90a03c9a
D54Dn25SKB11,nCTX.54.SST,64659beb-dbf2-433c-9ceb-b8326eae844a
D54Dn25SKG07,nCTX.54.SST,d4107e5a-6ab0-49d7-9953-f094b2cf1ac0
D54Dp29SKA06,nCTX.54.SST,e9cf6e9a-2456-4bea-821c-d381678c5fff
D54Dp29SKA10,nCTX.54.SST,38929e9a-d218-4ece-b676-c1e583583512
D54Dp29SKB10,nCTX.54.SST,b7b5529f-18e5-4bf7-aeba-9aacb123d8bb
D54Dp29SKB11,nCTX.54.SST,5985807c-e571-452f-a22d-59f1c8854424
D54Dp29SKD02,nCTX.54.SST,bb1a84c7-44ae-44fc-9787-648886ec02c3
D54Dp29SKD08,nCTX.54.SST,356c6568-14fe-417e-be4a-7a66d5e5b396
D54Dp29SKE03,nCTX.54.SST,b16d9e68-e142-4b34-acfa-50854018eb2b
D54Dp5AsB11,nCTX.54.GRIA2,210c35fe-55dd-41bb-873e-14e736886fd5
D54Dp5AsC05,nCTX.54.GRIA2,97c2c2d2-ba23-4f78-be47-e3e03efea6c9
D54Dp5AsC07,nCTX.54.GRIA2,929d9ca7-db46-4852-927c-189ef6433b16
D54Dp5AsC09,nCTX.54.GRIA2,aa8e8c80-6d11-4890-9435-d661b1b72590
D54Dp5AsC10,nCTX.54.GRIA2,f4e618da-1a1b-437f-8582-bcced2f87ef7
D54Dp5AsC11,nCTX.54.GRIA2,2cc0d2e6-0c87-49b1-b18c-82dd7b012f91
D54Dp5AsD05,nCTX.54.GRIA2,0c090fc3-d23c-4313-a7e1-e1ea5b6d6784
D54Dp5AsE04,nCTX.54.GRIA2,f596d8b3-3499-474b-a46b-819d9a23029d
D54Dp5AsF01,nCTX.54.GRIA2,273abf46-aba8-4245-8209-4462365a6449
D54Dp5AsF04,nCTX.54.GRIA2,0cab59c9-71d4-45c0-890d-8a936c71e4b3
D54Dp5AsF10,nCTX.54.GRIA2,625f6fc3-02a1-49db-b69a-9f761c5ecfed
D54Dp5AsH04,nCTX.54.GRIA2,3d6142e9-0509-4d87-9783-d5879fb090f2
D54Dp5AsH11,nCTX.54.GRIA2,c37153a9-8c5e-4837-8715-47e9cd321e5b
D54Dp9A03,nCTX.54.GRIA2,e8dddd6e-82d2-4b29-94ba-460a2ae4421c
D54Dp9A04,nCTX.54.GRIA2,68d09381-d148-4d9a-8f75-06d441722dba
D54Dp9A08,nCTX.54.GRIA2,7dcacf3c-7625-43f8-9138-965c412073e8
D54Dp9B08,nCTX.54.GRIA2,7b3c100a-2b81-4a6f-ae23-0d31d6c22930
D54Dp9B09,nCTX.54.GRIA2,d988949a-ff84-4cb6-9fcd-424c2fa2b340
D54Dp9C02,nCTX.54.GRIA2,c1465b8e-c1aa-4c78-8ab5-f723aa3f1793
D54Dp9D05,nCTX.54.GRIA2,176906c6-cb88-4918-9581-2fdb5b043661
D54Dp9D09,nCTX.54.GRIA2,3a2dc0d5-9d0c-43d0-9580-6a3173f2fa32
D54Dp9E03,nCTX.54.GRIA2,9576b57a-1c74-4e82-aa66-8a2893eb3483
D54Dp9E05,nCTX.54.GRIA2,0578d52e-49b7-4fb6-ac80-23575d6629af
D54Dp9E06,nCTX.54.GRIA2,8ad5ff8c-8bf9-4038-b3e9-e9682f0b0a13
D54Dp9E11,nCTX.54.GRIA2,f240af52-c34a-429b-9e05-2b9807bf1cab
D54Dp9F01,nCTX.54.GRIA2,28612efd-6e52-45fc-91ed-459fb568d398
D54Dp9F08,nCTX.54.GRIA2,817bdd79-7fcb-4850-a71d-efad3df62188
D54Dp9F10,nCTX.54.GRIA2,ce1f19e4-dbb6-4320-bec8-3d449fd57cd2
D54Dp9F11,nCTX.54.GRIA2,dd966f22-4dbb-461a-a90d-f76b35af57d5
D54Dp9G01,nCTX.54.GRIA2,8ebcc59a-efa1-4599-a63f-43b8a58a93ca
D54Dp9G09,nCTX.54.GRIA2,7fc7697f-8ea7-4f51-968b-946aa3cd53b2
D54Dp9H03,nCTX.54.GRIA2,a25872d3-b57c-4f58-ac82-f60b1c2303a7
D54Dp12B01,nCTX.54.GRIA2,ea2d3c9a-9d36-4d0a-9f4d-90f087b34205
D54Dp12B04,nCTX.54.GRIA2,0cb44787-37c4-4eed-9462-542530aac832
D54Dp12C08,nCTX.54.GRIA2,c28a797e-4cd3-4fbc-8fb3-311cf81a1624
D54Dp12D08,nCTX.54.GRIA2,a8f52a47-50b2-4fc3-ab51-4f6a7e052257
D54Dp12F09,nCTX.54.GRIA2,8a919aff-6c35-49f1-aff4-8334d68394e5
D54Dp12F10,nCTX.54.GRIA2,fde6c60c-0dc6-4b1b-ba45-05d49c8f0ffa
D54Dp12G04,nCTX.54.GRIA2,dea8a35b-f588-44f1-8f69-c7129a8f7dc9
D54Dp18B06,nCTX.54.GRIA2,baedc42e-7f52-4151-aa35-0db800196f91
D54Dp18C01,nCTX.54.GRIA2,ce73f019-ab2c-489d-aa65-c50d600bff3a
D54Dp18D04,nCTX.54.GRIA2,df20653a-25a4-4d7b-8335-8c2e7bc9b7a0
D54Dp18E07,nCTX.54.GRIA2,15223154-acfe-4781-a26b-eba2fec4f709
D54Dp18F01,nCTX.54.GRIA2,b073b927-758d-47f1-b8ab-4f83e9a7f8f0
D54Dp18F03,nCTX.54.GRIA2,3059a761-69fb-444c-825f-9caf23de0077
D54Dp18F05,nCTX.54.GRIA2,d69c5abd-483b-4051-bbb1-fe75f7933170
D54Dp18F10,nCTX.54.GRIA2,1409245d-0e29-4fc5-bdb6-e20d9bb44bfa
D54Dp18G05,nCTX.54.GRIA2,b2015556-721d-4788-979f-506d1774998e
D54Dn25SKA02,nCTX.54.GRIA2,c51ef361-dbe3-432d-a36f-8cf66343de7d
D54Dn25SKB09,nCTX.54.GRIA2,198a2d78-7be9-4096-a1a7-5696994d89eb
D54Dn25SKC05,nCTX.54.GRIA2,f4e713fe-5e76-4588-9977-87c1e71edb65
D54Dn25SKD05,nCTX.54.GRIA2,bfedb980-0c89-4957-b2ed-4a6eed8a1380
D54Dn25SKE06,nCTX.54.GRIA2,a4783015-b155-4993-8a96-4ee65b31367a
D54Dn25SKE10,nCTX.54.GRIA2,5dc7fbc4-b470-4a29-ba83-e09724162740
D54Dn25SKE11,nCTX.54.GRIA2,4ab1c647-3924-410f-b537-fc2401ed2a80
D54Dn25SKF05,nCTX.54.GRIA2,c9909f7a-ca0c-49b8-bafb-1f4b46eb7ff0
D54Dn25SKG02,nCTX.54.GRIA2,0b426f18-41b9-4ba3-8ff1-64c0268724db
D54Dp29SKA02,nCTX.54.GRIA2,d98c24a9-247f-407e-b07a-11b50ed96f91
D54Dp29SKA05,nCTX.54.GRIA2,78758bc9-9d6d-49ba-8c04-8426dfd7c91e
D54Dp29SKB01,nCTX.54.GRIA2,812504f8-d27f-40d2-8a68-43fbec38399e
D54Dp29SKB02,nCTX.54.GRIA2,18f83428-01e8-472a-854a-a20e2d2789d6
D54Dp29SKB03,nCTX.54.GRIA2,9804b36a-8b96-4289-9dfa-fc5dd5ff3e4f
D54Dp29SKB04,nCTX.54.GRIA2,f4d443dc-4b7c-433d-a22b-b531db091160
D54Dp29SKB05,nCTX.54.GRIA2,8bfcaed1-f208-4cd1-8ec6-7046ae4589ae
D54Dp29SKB07,nCTX.54.GRIA2,612a5c35-e207-4b58-9081-fbf2f8014b99
D54Dp29SKB08,nCTX.54.GRIA2,5ab4c7f0-048b-4c6c-bd85-aa1495777443
D54Dp29SKC01,nCTX.54.GRIA2,3127db8a-852a-476e-a316-957d178aa578
D54Dp29SKC04,nCTX.54.GRIA2,88c1e881-6b41-4720-bbcf-354aeb1b5a8e
D54Dp29SKC11,nCTX.54.GRIA2,f8194759-0f0d-4932-95a2-9f90462c074b
D54Dp29SKD01,nCTX.54.GRIA2,6e299539-3892-42f9-916e-0aa89faeb78a
D54Dp29SKD06,nCTX.54.GRIA2,6f7d9543-8dad-4e74-a090-5ef612d15f39
D54Dp29SKD07,nCTX.54.GRIA2,61cf98cc-2c6f-411a-8520-717a74670e70
D54Dp29SKE01,nCTX.54.GRIA2,dfcf4077-5a53-4cac-9352-b1fdb37ea91b
D54Dp29SKE02,nCTX.54.GRIA2,6713a7ba-e0f8-4b7e-a368-b7f80ccabd47
D54Dp29SKE06,nCTX.54.GRIA2,0367c4e2-98e0-41b2-ac0e-018f06f3772c
D54Dp29SKE07,nCTX.54.GRIA2,e835fc77-9ea1-47bd-8879-b641b5e558cf
D54Dp29SKE09,nCTX.54.GRIA2,bcaf1740-3ea8-4591-8138-a4240eabfbe0
D54Dp29SKF01,nCTX.54.GRIA2,93af7306-e4c7-4ef9-a998-adf749adbf98
D54Dp29SKF07,nCTX.54.GRIA2,31af52cd-4fd8-4584-98d1-073ab206ced0
D54Dp29SKF09,nCTX.54.GRIA2,7a86c778-a329-4a6d-ba87-8fc46743c5a4
D54Dp29SKF11,nCTX.54.GRIA2,0f56c973-97eb-44b3-8a45-278cb86f618f
D54Dp29SKG02,nCTX.54.GRIA2,46b9f4c4-03b0-4f6f-b8be-3b247839fb8e
D54Dp29SKG09,nCTX.54.GRIA2,3b8a27d4-5f99-4838-a94c-9d59da6a949b
D54Dp29SKH02,nCTX.54.GRIA2,ecf4ed40-95f6-43f6-9225-e5a4dc477022
D54Dp29SKH06,nCTX.54.GRIA2,d8a88d3c-b54f-4c8b-af7b-bb1831a25a0c
D54Dp29SKH09,nCTX.54.GRIA2,83c28c9e-d227-4c72-9a45-9d3a455a3324
D54Dp29SKH10,nCTX.54.GRIA2,4c3f4c0a-8f24-4a8a-9f0d-8a76875a5efe
D54Dp5AsB09,nCTX.54.CORT,77c1c438-62a6-4ded-8379-a2040fa26179
D54Dp5AsC02,nCTX.54.CORT,7f4d4bdf-dff8-42e7-827f-e3a4fb004cfe
D54Dp5AsC03,nCTX.54.CORT,2bcad169-7b3d-466c-801e-72ee6510496b
D54Dp5AsE03,nCTX.54.CORT,dbaea14c-4a24-4623-8548-390ce0663339
D54Dp5AsE06,nCTX.54.CORT,4e07956e-554b-49e2-b76d-ea992ff22142
D54Dp5AsE09,nCTX.54.CORT,92012c4a-6d00-4591-b074-94fdcc49cec2
D54Dp5AsF11,nCTX.54.CORT,521f1563-892e-4ac5-8b7e-b75d69d6e418
D54Dp5AsH09,nCTX.54.CORT,219a5336-35ec-499c-b062-af9dc84da491
D54Dp9A06,nCTX.54.CORT,5915565c-4fdd-468e-bec0-66a628bb8a5e
D54Dp9B02,nCTX.54.CORT,95f7263e-29f4-4ab3-9cd2-64bd2940a49e
D54Dp9B05,nCTX.54.CORT,e1da1199-9dd0-4514-946a-2d603befab4f
D54Dp9B07,nCTX.54.CORT,bc918d06-98c7-447a-9ddc-b7fddbe31cab
D54Dp9B11,nCTX.54.CORT,37ba0016-04f2-4c34-a1b9-9f6fb81e5c9c
D54Dp9D03,nCTX.54.CORT,82ffb412-82b3-428a-baa2-c10d845352fd
D54Dp9E08,nCTX.54.CORT,a4c70963-770d-4216-b24d-600a1cc06994
D54Dp9F03,nCTX.54.CORT,fd191cd9-d90f-44a8-9a11-edf7daebb593
D54Dp9G05,nCTX.54.CORT,dcd05e98-633e-48a3-970b-cbf562631e4b
D54Dp9G06,nCTX.54.CORT,35bbdaec-0588-4a50-9e3a-750b573b7fc6
D54Dp12B08,nCTX.54.CORT,29fde9da-5527-498f-a02d-bc334251bc5f
D54Dp12D07,nCTX.54.CORT,11fe1d95-b1f3-4408-aa2f-cba5953022e3
D54Dp12D11,nCTX.54.CORT,5df74e34-a7a0-4b36-b425-1c90526e04c7
D54Dp12E04,nCTX.54.CORT,e35b4b4f-71a9-4f31-a81a-9a61aafffcf9
D54Dp12E07,nCTX.54.CORT,4bdfec5d-ae75-4f2e-84ec-dc9130116315
D54Dp12G02,nCTX.54.CORT,808416ae-aa63-40f6-8367-27f63cc3de00
D54Dp12G11,nCTX.54.CORT,67f9fc64-8867-4d0c-9ed7-93396c9030c9
D54Dp18B05,nCTX.54.CORT,7c975fc1-f140-47bd-b41d-cfb03e5322f3
D54Dp18C02,nCTX.54.CORT,d493cc3c-8544-421f-8a2c-f175174471cb
D54Dp18C11,nCTX.54.CORT,318402bd-19cd-4460-a303-ebeb6a0965bb
D54Dp18D01,nCTX.54.CORT,ee7adb4c-cdeb-4841-9832-3b0699ee9d66
D54Dp18D05,nCTX.54.CORT,12f17b4e-5a07-4a60-be5c-21dd7b14bdde
D54Dp18D09,nCTX.54.CORT,db4c16b6-5ce7-4357-8e67-c680ac182215
D54Dp18G02,nCTX.54.CORT,3b10d8cf-86f5-471c-9760-e07fff3f713d
D54Dn25SKA01,nCTX.54.CORT,a9530cdc-2c0c-4e10-bdd9-646aabb0d0c0
D54Dn25SKF01,nCTX.54.CORT,82a5f045-4640-48f4-b349-ce28c6107d05
D54Dn25SKG11,nCTX.54.CORT,0b3c0997-6fc7-48bb-b933-8434fbaa8a94
D54Dn25SKH10,nCTX.54.CORT,e7fa1782-ba7c-4879-9754-024e106b0ddf
